person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes,person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,23.0,145139.0,1,551640.0,9.99,0.04,3.0,642,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,22.0,59905.0,0,220656.0,5.79,0.04,3.0,580,0
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25.0,24028.0,1,367760.0,11.01,0.17,3.0,529,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,24.0,116487.0,1,643580.0,9.91,0.06,3.0,537,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,25.0,38265.0,3,165492.0,8.32,0.05,2.0,657,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,24.0,121050.0,2,1011340.0,5.42,0.09,2.0,626,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,23.0,49157.0,0,1379100.0,11.71,0.31,3.0,649,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,23.0,85042.0,0,1838800.0,12.21,0.24,2.0,609,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,23.0,121264.0,5,919400.0,10.59,0.08,4.0,589,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,23.0,95147.0,1,1379100.0,16.82,0.16,3.0,636,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,26.0,55096.0,2,551640.0,7.49,0.11,3.0,639,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,24.0,102655.0,1,689550.0,13.99,0.07,4.0,605,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,26.0,54880.0,7,919400.0,16.89,0.18,3.0,688,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22.0,43924.0,0,459700.0,12.68,0.11,4.0,592,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,25.0,131524.0,2,1379100.0,10.25,0.11,2.0,601,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,22.0,44292.0,0,367760.0,11.01,0.09,2.0,667,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,26.0,39118.0,2,588416.0,14.35,0.16,4.0,461,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,22.0,65924.0,3,643580.0,14.96,0.11,2.0,698,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,23.0,89202.0,0,689550.0,11.01,0.08,2.0,695,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,24.0,80544.0,0,2758200.0,11.01,0.37,3.0,668,1
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,25.0,60954.0,3,193074.0,11.49,0.03,3.0,579,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,22.0,73798.0,0,2298500.0,15.95,0.34,4.0,662,1
0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,22.0,73331.0,0,1029728.0,5.79,0.15,4.0,636,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,25.0,61030.0,5,239044.0,6.03,0.04,3.0,676,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,24.0,73017.0,1,781490.0,10.59,0.12,4.0,609,0
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,24.0,114791.0,0,1379100.0,12.69,0.13,3.0,642,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,22.0,72816.0,0,563132.5,6.17,0.08,2.0,515,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,24.0,90923.0,0,919400.0,6.62,0.11,2.0,660,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,22.0,91015.0,2,827460.0,6.99,0.1,3.0,616,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,22.0,45375.0,0,919400.0,11.01,0.22,2.0,668,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24.0,65759.0,3,505670.0,8.07,0.08,3.0,641,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,25.0,123605.0,2,2298500.0,10.99,0.2,2.0,652,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,22.0,74488.0,3,1103280.0,13.49,0.16,4.0,533,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,23.0,54040.0,0,505670.0,6.17,0.1,4.0,651,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,25.0,126801.0,5,597610.0,13.87,0.05,3.0,624,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,22.0,87493.0,1,1379100.0,10.25,0.17,4.0,567,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,24.0,37181.0,2,735520.0,9.25,0.22,2.0,625,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,24.0,35674.0,4,1323936.0,15.7,0.4,4.0,643,1
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23.0,26437.0,2,689550.0,7.14,0.28,4.0,565,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,26.0,44890.0,6,496476.0,8.9,0.12,4.0,680,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25.0,91854.0,3,1333130.0,9.63,0.16,3.0,660,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,26.0,130811.0,5,2298500.0,15.05,0.19,2.0,598,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,60425.0,3,1103280.0,7.14,0.2,3.0,593,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,26.0,63182.0,7,303402.0,10.99,0.05,2.0,675,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,23.0,53948.0,2,275820.0,11.49,0.06,2.0,557,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,26.0,49306.0,4,1103280.0,7.51,0.24,2.0,579,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,24.0,73039.0,1,1103280.0,8.9,0.16,3.0,596,0
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.0,61090.0,1,919400.0,7.74,0.16,2.0,625,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,46576.0,0,413730.0,7.88,0.1,3.0,609,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,23.0,84670.0,4,1562980.0,8.88,0.2,4.0,698,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,22.0,58683.0,0,459700.0,7.88,0.09,2.0,667,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,23.0,29673.0,0,505670.0,10.99,0.19,4.0,674,0
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,23.0,73169.0,0,919400.0,11.01,0.14,3.0,545,0
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,22.0,42230.0,0,459700.0,16.89,0.12,2.0,658,1
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,24.0,144887.0,3,1471040.0,9.63,0.11,2.0,643,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24.0,97628.0,1,1103280.0,5.79,0.12,2.0,656,0
0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25.0,34167.0,2,321790.0,10.99,0.1,4.0,573,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,23.0,60785.0,1,1264175.0,18.43,0.23,3.0,503,1
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.0,43345.0,0,220656.0,11.01,0.06,4.0,684,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,23.0,152279.0,1,735520.0,13.23,0.05,2.0,633,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,21.0,24961.0,1,275820.0,10.37,0.12,4.0,661,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,22.0,193008.0,0,1838800.0,7.49,0.1,3.0,650,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22.0,55975.0,0,1103280.0,11.71,0.21,4.0,617,0
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,26.0,49038.0,2,1379100.0,9.64,0.31,4.0,646,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,25.0,48951.0,2,514864.0,14.61,0.11,2.0,668,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,23.0,92048.0,0,643580.0,6.54,0.08,4.0,624,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,22.0,53076.0,3,220656.0,10.99,0.05,3.0,621,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25.0,66771.0,2,551640.0,10.65,0.09,2.0,664,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,26.0,73082.0,6,459700.0,7.14,0.07,2.0,560,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,25.0,36847.0,7,827460.0,17.58,0.24,2.0,568,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,22.0,63558.0,0,459700.0,6.99,0.08,2.0,636,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,22.0,121043.0,0,275820.0,11.49,0.02,4.0,682,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,25.0,108911.0,4,1838800.0,6.54,0.18,3.0,569,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,24.0,56953.0,3,735520.0,15.23,0.14,2.0,642,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,25.0,174983.0,3,2298500.0,11.36,0.14,3.0,649,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,72900.0,3,1562980.0,6.91,0.23,2.0,678,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21.0,241346.0,0,1471040.0,14.65,0.07,2.0,528,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,25.0,95737.0,1,827460.0,6.76,0.09,4.0,657,0
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24.0,145207.0,1,2298500.0,13.99,0.17,4.0,671,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,24.0,57035.0,4,643580.0,6.62,0.12,4.0,666,0
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,26.0,60933.0,3,1195220.0,11.01,0.21,4.0,585,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,22.0,45612.0,0,919400.0,11.01,0.22,3.0,657,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,57283.0,3,1273369.0,12.68,0.24,2.0,656,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,24.0,87080.0,3,1287160.0,7.9,0.16,2.0,665,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,23.0,54742.0,1,795281.0,14.27,0.16,3.0,647,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,25.0,74774.0,2,519461.0,7.66,0.08,2.0,688,0
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,25.0,41649.0,3,919400.0,11.26,0.24,3.0,711,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23.0,28286.0,0,163193.5,6.99,0.06,2.0,583,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,23.0,34674.0,5,551640.0,9.63,0.17,4.0,627,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,24.0,54885.0,1,367760.0,15.99,0.07,3.0,586,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,24.0,53726.0,3,2298500.0,15.58,0.47,3.0,663,1
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,21.0,50074.0,0,1103280.0,15.21,0.24,2.0,668,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,26.0,91218.0,0,1103280.0,6.92,0.13,4.0,685,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,23.0,41006.0,0,165492.0,11.99,0.04,3.0,647,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,26.0,109136.0,6,507968.5,11.36,0.05,4.0,675,0
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,25.0,30840.0,2,689550.0,12.98,0.24,2.0,568,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,23.0,26535.0,3,351670.5,14.65,0.14,4.0,600,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,23.0,90594.0,0,1838800.0,17.04,0.22,3.0,703,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,23.0,203286.0,1,1838800.0,11.58,0.1,4.0,679,0
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,24.0,52540.0,4,919400.0,16.89,0.19,4.0,642,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,25.0,34689.0,4,689550.0,15.33,0.22,3.0,672,1
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,78149.0,0,459700.0,11.86,0.06,4.0,480,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,24.0,54246.0,0,183880.0,8.0,0.04,3.0,689,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,22.0,127260.0,0,551640.0,11.99,0.05,4.0,643,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,109102.0,0,933191.0,11.97,0.09,3.0,655,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,368261.0,2,2229545.0,13.85,0.07,4.0,558,0
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,23.0,59620.0,0,459700.0,15.21,0.08,3.0,646,1
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,110298.0,0,1103280.0,11.01,0.11,4.0,586,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,26.0,64710.0,4,625192.0,9.91,0.11,3.0,570,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25.0,59957.0,4,551640.0,10.0,0.1,4.0,636,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,23.0,46827.0,0,496476.0,7.9,0.12,4.0,648,0
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,22.0,65893.0,1,294208.0,16.49,0.05,2.0,612,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,23.0,90782.0,0,551640.0,6.03,0.07,3.0,565,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,26.0,145063.0,2,551640.0,9.88,0.04,4.0,688,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,121152.0,0,1011340.0,8.49,0.09,3.0,605,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23.0,128491.0,1,919400.0,7.14,0.08,3.0,546,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,24.0,69286.0,1,220656.0,12.69,0.03,4.0,568,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,24.0,41067.0,3,1126265.0,13.11,0.3,4.0,635,0
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,21.0,35900.0,0,735520.0,9.88,0.22,2.0,656,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24.0,61097.0,1,137910.0,11.01,0.02,2.0,667,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,23.0,89499.0,0,2298500.0,10.36,0.28,2.0,563,1
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,25.0,66070.0,4,468894.0,9.62,0.08,4.0,627,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,25.0,72017.0,3,459700.0,6.17,0.07,2.0,657,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,24.0,49309.0,0,183880.0,12.53,0.04,4.0,677,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,23.0,90940.0,2,937788.0,6.03,0.11,3.0,681,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,25.0,49059.0,5,597610.0,11.89,0.13,3.0,653,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,26.0,64515.0,2,229850.0,9.91,0.04,2.0,543,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,22.0,29765.0,0,436715.0,11.01,0.16,3.0,613,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,22.0,29716.0,0,91940.0,12.84,0.03,3.0,604,0
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,23.0,97941.0,0,459700.0,11.01,0.05,2.0,628,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,23.0,36617.0,2,551640.0,11.71,0.16,3.0,609,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,25.0,59960.0,2,1103280.0,13.49,0.2,4.0,674,1
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,22.0,55817.0,0,1011340.0,10.59,0.2,2.0,662,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,56144.0,5,643580.0,8.49,0.12,2.0,657,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.0,39906.0,2,275820.0,13.22,0.08,3.0,575,0
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,24.0,89449.0,1,643580.0,6.99,0.08,4.0,586,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,26.0,145105.0,2,1195220.0,10.99,0.09,2.0,630,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.0,80921.0,0,367760.0,12.18,0.05,2.0,581,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22.0,90694.0,0,1930740.0,10.0,0.23,4.0,677,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,21.0,25152.0,2,229850.0,13.79,0.1,4.0,699,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,24.0,43042.0,2,919400.0,11.01,0.23,2.0,662,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,22.0,61073.0,2,919400.0,11.01,0.16,3.0,568,0
0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,24.0,69152.0,0,735520.0,5.42,0.12,4.0,650,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22.0,37024.0,0,459700.0,11.49,0.14,4.0,689,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,24.0,63284.0,2,1379100.0,10.0,0.24,4.0,712,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26.0,107633.0,1,735520.0,10.99,0.07,3.0,542,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22.0,58451.0,2,1517010.0,8.9,0.28,3.0,632,1
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,22.0,93314.0,0,1930740.0,11.48,0.23,3.0,503,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,25.0,84618.0,7,1379100.0,14.42,0.18,2.0,634,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,24.0,118578.0,4,1471040.0,16.32,0.13,4.0,672,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,23.0,66927.0,3,735520.0,7.49,0.12,2.0,625,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,23.0,44385.0,4,1379100.0,10.25,0.34,3.0,735,1
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,24.0,76600.0,0,1544592.0,15.65,0.22,4.0,684,1
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24.0,87214.0,0,459700.0,6.03,0.06,4.0,587,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24.0,57558.0,3,1103280.0,12.21,0.21,3.0,553,0
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,24.0,61036.0,0,275820.0,13.47,0.05,3.0,709,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,25.0,33600.0,3,459700.0,7.9,0.15,3.0,543,1
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,23.0,87319.0,0,919400.0,13.85,0.11,3.0,646,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,22.0,69969.0,0,1930740.0,11.48,0.3,3.0,645,0
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,30933.0,3,367760.0,9.45,0.13,2.0,645,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,23.0,65714.0,4,1838800.0,11.83,0.3,2.0,615,1
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25.0,47305.0,1,202268.0,12.69,0.05,3.0,641,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,25.0,87256.0,6,2298500.0,11.89,0.29,2.0,619,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22.0,82517.0,1,588416.0,7.14,0.08,3.0,686,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,23.0,15016.0,0,193074.0,8.94,0.14,2.0,622,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,24.0,139117.0,0,275820.0,14.27,0.02,2.0,562,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,23.0,72088.0,0,1562980.0,10.25,0.24,4.0,689,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,23.0,73263.0,2,2298500.0,10.25,0.34,2.0,693,1
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22.0,58217.0,0,1195220.0,7.88,0.22,2.0,653,1
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,22.0,48914.0,1,1011340.0,5.79,0.22,2.0,686,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,10482.0,3,91940.0,11.36,0.1,4.0,606,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22.0,66854.0,2,229850.0,14.35,0.04,4.0,696,0
0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,24.0,20999.0,1,358566.0,11.01,0.19,2.0,453,1
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.0,64565.0,6,735520.0,11.01,0.12,3.0,615,0
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,23.0,48783.0,2,551640.0,14.79,0.12,3.0,571,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,22.0,65529.0,0,643580.0,10.65,0.11,2.0,633,0
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21.0,78910.0,0,919400.0,6.03,0.13,3.0,640,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,24.0,96782.0,0,1838800.0,13.06,0.21,3.0,628,0
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,26.0,72644.0,4,1103280.0,10.65,0.17,2.0,660,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,24.0,29600.0,1,643580.0,15.62,0.24,4.0,660,1
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22.0,111152.0,0,1544592.0,15.62,0.15,4.0,629,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,24.0,146309.0,1,1838800.0,8.9,0.14,4.0,684,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24.0,60951.0,1,919400.0,11.12,0.16,2.0,676,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,24.0,174844.0,4,643580.0,10.99,0.04,2.0,648,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,21.0,10553.0,3,110328.0,15.23,0.11,2.0,651,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,23.0,42805.0,0,459700.0,12.98,0.12,2.0,585,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,26.0,67053.0,5,919400.0,7.51,0.15,2.0,718,1
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,26.0,100300.0,0,501073.0,7.9,0.05,3.0,605,0
0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,25.0,62198.0,0,1539995.0,16.4,0.27,3.0,650,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,22.0,102624.0,0,551640.0,11.01,0.06,4.0,678,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,26.0,108156.0,3,459700.0,11.83,0.05,4.0,527,0
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,25.0,131731.0,4,1287160.0,9.63,0.11,2.0,620,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,23.0,116421.0,3,671162.0,8.49,0.06,4.0,696,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,26.0,73068.0,3,2758200.0,14.27,0.41,3.0,668,0
